pitch_deg,fxO,fyO,fzO,txO,tyO,tzO,ftx,fty,ftz,eex,eey,eez
-1.645384347396923985e+01,-1.162367303679283648e-01,3.508484299804021100e-01,-4.360748549545442110e+00,-1.144032195122278994e-01,-3.668096678709340530e-01,-2.956021412690152533e-02,3.504083113200358590e-01,6.728455430442320453e-05,3.046445555646832837e-01,5.201580967332791738e-01,-4.205292046243557067e-06,3.049048272683331784e-01
-1.623737136409293669e+01,-1.321570202083732770e-01,3.285006187133445721e-01,-4.273957556011160897e+00,-1.066591370936885580e-01,-3.657118007668928028e-01,-2.662011722642763228e-02,3.515499680817422701e-01,6.838988572074148633e-05,3.049956265382512410e-01,5.212997430399174403e-01,-1.437645021511442891e-06,3.052630695506294289e-01
-1.602270976182085960e+01,-1.387288103774964032e-01,3.308274953965959497e-01,-4.237755490327905328e+00,-1.074239087256002034e-01,-3.652034769266570002e-01,-2.780223785361110242e-02,3.526854412225986501e-01,6.884831564758341765e-05,3.053307847154535515e-01,5.224352019930050828e-01,-8.369497417117790442e-07,3.056071221062791055e-01
-1.580645475449398241e+01,-1.478958309653040093e-01,3.216055013407639884e-01,-4.297042859352353972e+00,-1.042772305262300025e-01,-3.727253147327919125e-01,-2.646761834868688670e-02,3.538331119367646993e-01,6.791209295548599682e-05,3.056674768550476373e-01,5.235828777682316471e-01,-2.296687940917535998e-06,3.059405535645564611e-01
-1.559310453182336254e+01,-1.677572562146276702e-01,3.052537018013974923e-01,-4.298557609845271799e+00,-9.860072886840555439e-02,-3.804307832178062121e-01,-2.539643652535969812e-02,3.549673461223107895e-01,6.688297235117880951e-05,3.059918923300818383e-01,5.247171147635696364e-01,-5.093193031646832923e-06,3.062627533105469757e-01
-1.537537376861140359e+01,-1.739890388962063161e-01,2.898543302031346691e-01,-4.221454390248465138e+00,-9.352283157877004649e-02,-3.765955761974596472e-01,-2.452365284583137364e-02,3.561210359834073302e-01,6.734238068401123066e-05,3.063249833346754492e-01,5.258707861174264364e-01,-4.487029985160648497e-06,3.066072420349582051e-01
-1.516195323362893355e+01,-2.012513475518905581e-01,2.782355791761422226e-01,-4.146463453257532628e+00,-9.012636477507593447e-02,-3.799229895145923575e-01,-2.385317741274393943e-02,3.572552440546362673e-01,6.730195681943478426e-05,3.066466537870239373e-01,5.270049877947478034e-01,-3.411817672081043093e-06,3.069330097344100117e-01
-1.494541953931079448e+01,-1.960585877903020524e-01,2.593665851387770283e-01,-4.193715628328400946e+00,-8.336675002998691908e-02,-3.821505195815374512e-01,-2.173470554301039012e-02,3.584116226117429194e-01,6.839845393461757420e-05,3.069612257503481767e-01,5.281613761722078193e-01,-6.600723241777716951e-07,3.072421119932009503e-01
-1.472821167804000098e+01,-2.120444429998904479e-01,2.488806002780290516e-01,-4.127851809396225313e+00,-7.979454655298941212e-02,-3.827708730528426306e-01,-2.083619041894308951e-02,3.595643796946644266e-01,6.821553834405330585e-05,3.072897292827906912e-01,5.293141130270813122e-01,-2.201230880230571250e-06,3.075822614210990125e-01
-1.451253275037618984e+01,-2.171901120057210255e-01,2.451296755201278488e-01,-4.046463695004695715e+00,-7.833978184153142510e-02,-3.774047044268481477e-01,-2.044542842659430315e-02,3.607151370310935357e-01,6.724089954651450653e-05,3.075978899000292310e-01,5.304648596168460850e-01,-3.702415164422655745e-06,3.078964683757637322e-01
-1.429945077805564502e+01,-2.426558136919380049e-01,2.415064514763036463e-01,-4.078475753360895517e+00,-7.736592472303910339e-02,-3.890531023472514338e-01,-2.043806169137110315e-02,3.618571807100561810e-01,6.768864644964641027e-05,3.078924974806687698e-01,5.316069116503747694e-01,-3.106744912301107205e-06,3.081863234529489404e-01
-1.408538912860129777e+01,-2.599655020413347284e-01,2.285291039083954812e-01,-3.946486943465800756e+00,-7.303256381631111072e-02,-3.852112322636636055e-01,-1.906902504430891057e-02,3.629989767806461320e-01,6.756022370412406947e-05,3.081995421633182408e-01,5.327486931181623087e-01,-3.358240169902971650e-06,3.085016578767102446e-01
-1.386792852325211989e+01,-2.695961740091197267e-01,2.233502660361573466e-01,-3.826172753180378194e+00,-7.173949057148341912e-02,-3.789528515103876005e-01,-2.023466469654918234e-02,3.641632095780689138e-01,6.628215441749993212e-05,3.084963289002719544e-01,5.339129140822329589e-01,-5.295836172411607723e-06,3.088048695625157936e-01
-1.365223786073520174e+01,-2.941098253845549904e-01,1.998403475411439645e-01,-3.783675078467038322e+00,-6.343993351637523814e-02,-3.840368940681410104e-01,-1.747115435965626226e-02,3.653218542814559155e-01,6.672950169846665624e-05,3.087858005141693174e-01,5.350715675726596121e-01,-4.697386775219178356e-06,3.090895039118076726e-01
-1.343780275098082022e+01,-3.060869155429405408e-01,2.042208145693759636e-01,-3.700915346246921978e+00,-6.536318194192630715e-02,-3.813907912857864568e-01,-1.802430401584030270e-02,3.664704723271021702e-01,6.780522660582002437e-05,3.090785420151214158e-01,5.362201757557900628e-01,-1.981258972281235080e-06,3.093880831577307533e-01
-1.322603644163948111e+01,-3.154852378108286004e-01,1.813466806524262620e-01,-3.657603448633196752e+00,-5.746410582998256328e-02,-3.814519105771877472e-01,-1.496740796825096927e-02,3.676090005147999440e-01,6.935809969665988591e-05,3.093536280152823226e-01,5.373587001554253062e-01,-9.684855336672079131e-07,3.096651181256854790e-01
-1.300544238751965054e+01,-3.261371330469017837e-01,1.986852560954616709e-01,-3.558952513675963214e+00,-6.334288556984553342e-02,-3.781914323482626350e-01,-1.807244499755691208e-02,3.687935075340051383e-01,6.869867319454981336e-05,3.096452650930601735e-01,5.385431984146804574e-01,-7.930413220219259150e-07,3.099616775087035703e-01
-1.279465566895213335e+01,-3.033555172665913235e-01,1.689010903491103277e-01,-3.502164992406341160e+00,-5.274732357480723527e-02,-3.680736739420896186e-01,-1.348030315218312798e-02,3.699270971644130768e-01,6.913431034925340932e-05,3.099159487925419731e-01,5.396767770582168167e-01,-2.143773165730409724e-07,3.102382323799091624e-01
-1.257677892354666049e+01,-3.254038948737602022e-01,1.488563785430892517e-01,-3.426346139310265215e+00,-4.646601352663854573e-02,-3.700674742710698961e-01,-1.160853372890269936e-02,3.711019974647589703e-01,6.723437434669947248e-05,3.101882595240643692e-01,5.408516779107231942e-01,-3.040026609454533099e-06,3.105100513847814381e-01
-1.236369443605361695e+01,-3.156650263859054895e-01,1.521827895521126461e-01,-3.328284473982888070e+00,-4.807916513412965193e-02,-3.583308801012764500e-01,-1.346939865439233767e-02,3.722512532188830270e-01,6.615431240954611257e-05,3.104497406093809642e-01,5.420009243706878088e-01,-5.862877200875203252e-06,3.107760186786810985e-01
-1.214731963736954334e+01,-3.501079046899143732e-01,1.290901608962634617e-01,-3.204407197372186378e+00,-4.032542904636066128e-02,-3.611234563165442446e-01,-1.035558285285423721e-02,3.734194748077167003e-01,6.659440663034954283e-05,3.107128853688297387e-01,5.431691421120614649e-01,-5.272248300752490073e-06,3.110411920062689517e-01
-1.193419114515702617e+01,-3.749029706632560077e-01,1.339300891285711559e-01,-3.129871147516111840e+00,-4.184059932640950275e-02,-3.660308241004480156e-01,-1.227939905514100968e-02,3.745705223532583283e-01,6.702809493919750425e-05,3.109705029157689982e-01,5.443201838465586695e-01,-4.690088275864629343e-06,3.113018326791377466e-01
-1.171727555462114800e+01,-3.730903095826217930e-01,1.210493087804691142e-01,-3.163638877838752528e+00,-3.751444117520062044e-02,-3.663591852000071536e-01,-9.356782996875196226e-03,3.757451393986839250e-01,6.809836783325681168e-05,3.112227199320176108e-01,5.454948052022111638e-01,-1.988400489658643361e-06,3.115521853106565930e-01
-1.150422784991646985e+01,-3.893419805187937621e-01,1.324437856980446859e-01,-3.042729952471941779e+00,-4.149685931443146403e-02,-3.618828273479018365e-01,-1.151226227731527024e-02,3.768974790737420477e-01,6.823243750211466186e-05,3.114701638787491511e-01,5.466471317865740920e-01,-1.843664155125280743e-06,3.118063085096497988e-01
-1.128563372231077011e+01,-4.093143795042726296e-01,1.263656644914271376e-01,-2.944133851160170234e+00,-3.914369670133115847e-02,-3.603079192661031160e-01,-1.030013257884990208e-02,3.780795380022374808e-01,6.777670906453032659e-05,3.117249360891431453e-01,5.478291722467171221e-01,-2.553873610601232460e-06,3.120702294058058102e-01
-1.107462680471042127e+01,-4.126029892879771177e-01,1.280246912767055156e-01,-2.937886518216643150e+00,-3.980979666594779143e-02,-3.598247163191314879e-01,-1.089809510112093975e-02,3.792255440946274425e-01,6.820465285311152310e-05,3.119564801137617027e-01,5.489751839530417898e-01,-1.978606697485070401e-06,3.122990326625966206e-01
-1.085750817469755702e+01,-4.355917198761583564e-01,1.116051356929424476e-01,-2.865861662995759396e+00,-3.440279187671026195e-02,-3.631024383179047854e-01,-9.030110529706003933e-03,3.804039621173582186e-01,6.743851414850174158e-05,3.121949588228463690e-01,5.501535967794785043e-01,-3.132524249663059352e-06,3.125399976688283954e-01
-1.065123445712655403e+01,-4.844078549410430479e-01,1.316637025819122897e-01,-4.224810393446481349e+00,-4.046771899964352742e-02,-4.821698053609313472e-01,-1.142630134558042868e-02,3.815682976729987685e-01,6.663840636005757692e-05,3.122336798229854993e-01,5.513180592648483369e-01,-5.529084468452056525e-06,3.125088731431898692e-01
-1.045231350855184971e+01,-4.896498255436332325e-01,1.920361721593581150e-01,-6.411077643777175261e+00,-5.979462704358562419e-02,-6.545384096259493356e-01,-1.668708084626074201e-02,3.827447274481107775e-01,6.678583269991790786e-05,3.120556280499382495e-01,5.524946861650018581e-01,-4.163840197223664841e-06,3.121504001855729959e-01
-1.024121395534324463e+01,-4.886585455501489816e-01,2.006397053792539631e-01,-6.792786389395655711e+00,-6.242161741080785170e-02,-6.833425116107202379e-01,-1.710303395509168989e-02,3.839098897565045299e-01,6.873595527113420705e-05,3.122029836627204236e-01,5.536598681848362569e-01,-1.385783497501443602e-06,3.122520399837176441e-01
-1.002603203243368135e+01,-4.971722395479908352e-01,2.062757408935388670e-01,-6.818346227306787632e+00,-6.427300244738105850e-02,-6.878285681632287929e-01,-1.829301559668886773e-02,3.850811769360145687e-01,6.855786175355427225e-05,3.124035755206261422e-01,5.548311549968918399e-01,-1.685935164229035487e-06,3.124537167280822536e-01
-9.812511688943569510e+00,-5.091868175329014035e-01,1.951175433867836928e-01,-6.832105180231258679e+00,-6.064851913547637807e-02,-6.928117693873013794e-01,-1.683886466998839315e-02,3.862436775032751513e-01,6.806872984476119168e-05,3.126077975407354215e-01,5.559936568928237621e-01,-2.428159859068349706e-06,3.126528246037700298e-01
-9.594229653499253274e+00,-5.231632195708637578e-01,1.901244757915453720e-01,-6.719017607646319057e+00,-5.933628879476120221e-02,-6.885847095017042507e-01,-1.695095044163756962e-02,3.874281735329574428e-01,6.850064218238247787e-05,3.128244309727261641e-01,5.571781488621349032e-01,-1.848594968124761951e-06,3.128829692378412575e-01
-9.382187257137328373e+00,-5.445938093066461372e-01,1.832532704738247253e-01,-6.782861088426134444e+00,-5.692537436286723013e-02,-7.013543814403115917e-01,-1.625422366338912308e-02,3.885854533626364460e-01,6.769309357457830635e-05,3.130121038864834282e-01,5.583354305895673608e-01,-3.045066940710755305e-06,3.130643300205807056e-01
-9.163785676395749036e+00,-5.655201926680736291e-01,1.764557698382431261e-01,-6.703666435283994751e+00,-5.476599202738070132e-02,-7.019906643829276760e-01,-1.641860047422350963e-02,3.897744273782602908e-01,6.688831487405403644e-05,3.132136352945867896e-01,5.595244023095738983e-01,-4.237791658641629493e-06,3.132723881273116739e-01
-8.952108705879160411e+00,-5.750493851176081694e-01,1.795478200728147233e-01,-6.755644866956583172e+00,-5.594526070077535801e-02,-7.095145910122127031e-01,-1.679456993814736759e-02,3.909324119549325571e-01,6.637621603201167254e-05,3.133869029129650041e-01,5.606823898230199887e-01,-5.003738498857247048e-06,3.134360830508587936e-01
-8.734834130451272216e+00,-5.667409307760657988e-01,1.817827474061503579e-01,-6.675314955522602567e+00,-5.611726965213408025e-02,-6.993610550150313188e-01,-1.708382508664194402e-02,3.921176377326278661e-01,6.679923240722102670e-05,3.135760510100448761e-01,5.618676146180101583e-01,-4.430223668070918091e-06,3.136287176677146071e-01
-8.519722937838944077e+00,-5.752598342634638318e-01,1.677792348037170644e-01,-6.655268629056350527e+00,-5.190172340363494868e-02,-7.010959963378485815e-01,-1.591695701892448245e-02,3.932915882079544012e-01,6.784188585802440326e-05,3.137618813088748349e-01,5.630415644404557218e-01,-2.968502805413396491e-06,3.138171529481207922e-01
-8.306172337959337071e+00,-5.910241362804238285e-01,1.634607700253317975e-01,-6.728027354578598462e+00,-5.064826801433365555e-02,-7.128804115564633115e-01,-1.589953413349628336e-02,3.944610429159426945e-01,6.826239980858114407e-05,3.139278632551404935e-01,5.642110216535493050e-01,-2.396490188497996327e-06,3.139750427352867579e-01
-8.089950252502209338e+00,-6.146065067879322719e-01,1.424855470959886239e-01,-6.670049574203324561e+00,-4.353086029663684464e-02,-7.150957859376487757e-01,-1.332881438754805921e-02,3.956413988802162107e-01,6.805858671940860345e-05,3.141104942178167270e-01,5.653913754128265801e-01,-2.719426568954962293e-06,3.141648785085483508e-01
-7.875266709006928600e+00,-6.167786010131797170e-01,1.372030892088372533e-01,-6.640822377848360603e+00,-4.175588071728935508e-02,-7.138714104171732799e-01,-1.350381679808065893e-02,3.968170226429164615e-01,6.909225027618159671e-05,3.142724175338487691e-01,5.665670001352628438e-01,-8.871796961215151246e-08,3.143258529297718873e-01
-7.661406102532075657e+00,-6.472789003406640429e-01,1.260882655412633446e-01,-6.677424551490815929e+00,-3.793870141977227078e-02,-7.268041970588260403e-01,-1.235183856655619472e-02,3.979893743696415465e-01,6.698821405077156320e-05,3.144286247310097426e-01,5.677393530356371620e-01,-3.119158989589229918e-06,3.144768725314541769e-01
-7.444146560561217818e+00,-6.715689936718675090e-01,1.226110888764946893e-01,-6.561759145667039661e+00,-3.710608627811744220e-02,-7.262298066108526795e-01,-1.224232752832894906e-02,3.991786689990985404e-01,6.521111106248024005e-05,3.145942106209492772e-01,5.689286458393177925e-01,-6.862041401704170943e-06,3.146458652988329829e-01
-7.230756822977017606e+00,-6.663841525132383481e-01,1.004489426330149038e-01,-6.519765161235708817e+00,-2.993109265540207231e-02,-7.214649773485867223e-01,-9.187616840029361187e-03,4.003483294656991487e-01,6.720191521598097267e-05,3.147433047692772545e-01,5.700983050299827104e-01,-4.051803174358610646e-06,3.148000395268238938e-01
-7.017047655303955800e+00,-6.861098430602394771e-01,1.005198419553748890e-01,-6.524342548856334467e+00,-3.004224508998198581e-02,-7.276804322023107119e-01,-9.250674320010067453e-03,4.015202460358797132e-01,6.761402202623789616e-05,3.148961122097785892e-01,5.712702221356529275e-01,-3.487895288553785004e-06,3.149514172164483150e-01
-6.801154069495394694e+00,-7.079775029738581971e-01,9.998217906077169759e-02,-6.551115660513747052e+00,-2.973737915116968569e-02,-7.365971527274441932e-01,-1.023976615214663120e-02,4.027067700892037472e-01,6.803075620891499680e-05,3.150307386144451938e-01,5.724567478869863058e-01,-2.918668476240400761e-06,3.150807769142451309e-01
-6.588466487282575557e+00,-7.176515938250640492e-01,9.435671811322270119e-02,-6.490266070146081034e+00,-2.830757687512917148e-02,-7.353299908734151069e-01,-9.920260012181724568e-03,4.038734783786292470e-01,6.904902616725340481e-05,3.151750620723091645e-01,5.736234550527934406e-01,-3.158407424999918950e-07,3.152308082460442140e-01
-6.369052755842282032e+00,-7.201053071237889514e-01,8.817872341959075155e-02,-6.448493338507895523e+00,-2.606514173590812264e-02,-7.315552257673114678e-01,-9.566542943940516824e-03,4.050779762372756498e-01,6.886314995704291195e-05,3.153217434129266805e-01,5.748279518774292995e-01,-1.782536159229485646e-06,3.153790090595007256e-01
-6.158345367213962973e+00,-7.411039329741136994e-01,7.903702457510088097e-02,-6.513078526288413883e+00,-2.327279873925679199e-02,-7.443690542244911779e-01,-8.919781295177212424e-03,4.062372839359286725e-01,6.766135379281744519e-05,3.154435615464217246e-01,5.759872610528586900e-01,-3.506838588597058107e-06,3.154955604898161958e-01
-5.940138100391056497e+00,-7.590940710280725812e-01,6.344007402841450594e-02,-6.442358453509243077e+00,-1.838226662655225233e-02,-7.435556816418489312e-01,-6.709517526832639057e-03,4.074367062320811139e-01,6.803858669935102270e-05,3.155745086528437549e-01,5.771866827208188555e-01,-1.814822888671692881e-06,3.156302094084109111e-01
-5.729694665853728885e+00,-7.743423394560844386e-01,6.117622542139983938e-02,-6.509905291969110053e+00,-1.747003427994915647e-02,-7.539790217093553792e-01,-6.809729755409804630e-03,4.085949835303203659e-01,6.556583080652585681e-05,3.156903877905985478e-01,5.783449596339236276e-01,-6.511067431864500806e-06,3.157444039629983545e-01
-5.510132413006110674e+00,-7.808845420885703881e-01,3.629039546828532331e-02,-6.496097737167601416e+00,-9.572657502111293557e-03,-7.549400583669040321e-01,-4.862500859177595024e-03,4.098033690256831507e-01,6.658311285755580259e-05,3.158145909594446965e-01,5.795533465624465030e-01,-3.909107870804783306e-06,3.158661381714406580e-01
-5.297322936909692359e+00,-7.957560883940374419e-01,1.452797866890780630e-02,-6.513723283860269220e+00,-2.654803933742328533e-03,-7.621030485989671588e-01,-2.346957414715618827e-03,4.109741752073879928e-01,6.670116249146904844e-05,3.159344955097949659e-01,5.807241503889287726e-01,-4.934370309395036164e-06,3.159918907773315300e-01
-5.081680309396979567e+00,-8.061910305528432463e-01,1.662961216848643856e-02,-6.572224335868980916e+00,-3.574834581103335414e-03,-7.698807873005131253e-01,-4.190488274976246659e-03,4.121632633681397428e-01,6.967046836466004602e-05,3.160346861820165221e-01,5.819132414674007547e-01,4.198553650323276184e-07,3.160860637344445889e-01
-4.867590018452337297e+00,-8.283477103118463969e-01,1.918788673535753043e-03,-6.438492444677209825e+00,8.864903426660910093e-04,-7.649240549183018434e-01,-2.609799242057321556e-03,4.133419550980911850e-01,6.811124163833222648e-05,3.161469495979105093e-01,5.830919301021210144e-01,-1.798680424103723803e-06,3.162069390474210873e-01
-4.650991329843439104e+00,-8.510613721851461033e-01,1.813262180965763263e-04,-6.419451373311045650e+00,1.388878226136717716e-03,-7.711993866411410714e-01,-2.030012851595386966e-03,4.145363278632721582e-01,6.851780481498540227e-05,3.162456225072760030e-01,5.842863030870453223e-01,-1.240089888918081171e-06,3.163051654708564642e-01
-4.437968704862766955e+00,-8.529971802006528492e-01,-1.689957698322621174e-02,-6.300535831861310498e+00,7.034765868810768236e-03,-7.622874497135627703e-01,-4.978578222136713751e-04,4.157098152531997215e-01,6.858539425648629872e-05,3.163476066220548555e-01,5.854597841153940108e-01,-1.163474763781147331e-06,3.164231472030308856e-01
-4.220960152637589502e+00,-8.667442577428516870e-01,-3.561030606221562977e-02,-6.250077310330504510e+00,1.292291126068271720e-02,-7.628500992381330725e-01,8.921577728935758305e-04,4.169060781296263785e-01,6.799857109289759018e-05,3.164458770747617389e-01,5.866560401756635290e-01,-2.006457766907382011e-06,3.165352340269435016e-01
-4.005930231292217591e+00,-8.797244630539450272e-01,-6.485924930718407755e-02,-5.083576526279578012e+00,2.177099495391762729e-02,-6.725635205481585999e-01,4.503154916291760880e-03,4.180769122936670579e-01,6.636948181954280138e-05,3.166189265463213998e-01,5.878266221402387304e-01,-4.379298731805968256e-06,3.169247068837759418e-01
-3.786724881108462171e+00,-8.950198406023157638e-01,-8.040150084353378523e-02,-4.854148172663643734e+00,2.663981472362821415e-02,-6.600901430003208725e-01,4.640912685609007576e-03,4.192846177421737930e-01,6.450366933490373454e-05,3.167359759868861313e-01,5.890342378041744098e-01,-8.193252678857662836e-06,3.170876917300105013e-01
-3.576083293301173693e+00,-9.112941521522901489e-01,-8.764433882177585788e-02,-4.932145422725942474e+00,2.890021799484709247e-02,-6.716590287929109504e-01,4.519037566234785676e-03,4.204501643441477809e-01,6.655214263263218200e-05,3.167991877306850501e-01,5.901997854344767092e-01,-5.324222232212888982e-06,3.171505756615219940e-01
-3.359399278074072015e+00,-9.197864353126645742e-01,-1.085135982852167003e-01,-4.888816408823719151e+00,3.537019516330903307e-02,-6.704779991390122929e-01,6.998639249991982052e-03,4.216489017124927519e-01,6.755091326009561483e-05,3.168747789996469444e-01,5.913985314154568407e-01,-2.757764603494126531e-06,3.172223022309614837e-01
-3.146814912216638671e+00,-9.453473465491980532e-01,-1.337693546315145143e-01,-4.824849573280316051e+00,4.320996190102084633e-02,-6.728626952244706194e-01,9.277165803745051828e-03,4.228249895654563328e-01,6.834932642911536560e-05,3.169455074139679862e-01,5.925746126267565916e-01,-2.815268990135632340e-06,3.172960871435866470e-01
-2.931720246048877598e+00,-9.556419974676690909e-01,-1.524788364070498170e-01,-4.856179673090490034e+00,4.887093876938423259e-02,-6.784895911499738697e-01,1.006424123107075089e-02,4.240159587639509287e-01,6.934658876890772896e-05,3.170031486306802981e-01,5.937655940831179091e-01,-2.554487010963826885e-07,3.173480610343921149e-01
-2.716460197949108313e+00,-9.761993005194142814e-01,-1.912757414793804789e-01,-4.777174458333107054e+00,6.094439456973284319e-02,-6.794708787708363396e-01,1.397995703917790863e-02,4.252072498276931456e-01,6.813989695210042209e-05,3.170753190672515598e-01,5.949568815162177282e-01,-3.116476722786343657e-06,3.174216774646497763e-01
-2.502187016849962031e+00,-9.670606351520605326e-01,-1.969854065451665526e-01,-4.753883057136904178e+00,6.220193612542734146e-02,-6.738163500206053591e-01,1.337579641995469831e-02,4.263939772889482893e-01,6.744113315709580317e-05,3.171255132151487022e-01,5.961436085489852932e-01,-2.931700769997927589e-06,3.174722620372504300e-01
-2.288906343506177610e+00,-9.875365229750898699e-01,-2.399140794502432061e-01,-4.780764423621175929e+00,7.586397680653859943e-02,-6.812155535384960547e-01,1.835434572231326930e-02,4.275753854861024661e-01,6.723541426189444392e-05,3.171747260762275422e-01,5.973250180922751174e-01,-4.387073514043685887e-06,3.175205588229302878e-01
-2.073290161750565908e+00,-9.912194768637463405e-01,-2.503759016646299740e-01,-4.760144343924766375e+00,7.872294574220572994e-02,-6.808518209682686839e-01,1.867558092090988719e-02,4.287700717996423827e-01,6.652487879184219518e-05,3.172180830496785786e-01,5.985197134934138186e-01,-4.213693459793475989e-06,3.175596103407800075e-01
-1.860086426883584165e+00,-1.032678242594611939e+00,-2.720218283742981136e-01,-4.799489111902666139e+00,8.549471609831382768e-02,-6.973567341905841932e-01,1.933087911412600252e-02,4.299514383145195406e-01,6.690899752640234468e-05,3.172607064970033308e-01,5.997010796053930948e-01,-3.677543637727403677e-06,3.176024654177735385e-01
-1.644582326809346240e+00,-1.060240030171506476e+00,-3.195157972475404229e-01,-4.765269473012200052e+00,9.998654030770698364e-02,-7.038921903270474179e-01,2.345887818053122784e-02,4.311458090326516501e-01,6.729742362688663807e-05,3.172978807843993554e-01,6.008954510812074545e-01,-3.135226175553617180e-06,3.176392949448416658e-01
